2.577652335166931152e-01,3.392624258995056152e-01,-9.046866893768310547e-01
2.445749640464782715e-01,2.167356014251708984e-01,-9.450971484184265137e-01
1.804683804512023926e-01,3.327530622482299805e-01,-9.255844354629516602e-01
3.217080235481262207e-02,1.489587128162384033e-01,-9.883199334144592285e-01
-8.982814550399780273e-01,-1.634248048067092896e-01,-4.079005420207977295e-01
1.401238609105348587e-02,-2.802676521241664886e-02,-9.995089173316955566e-01
1.758441030979156494e-01,1.965478509664535522e-01,-9.645972251892089844e-01
7.745826989412307739e-02,1.334936320781707764e-01,-9.880179762840270996e-01
1.827740669250488281e-01,-4.557218402624130249e-02,-9.820982217788696289e-01
1.609328538179397583e-01,3.757195174694061279e-02,-9.862499833106994629e-01
1.043181270360946655e-01,1.435828953981399536e-01,-9.841247797012329102e-01
2.395385354757308960e-01,1.184079647064208984e-01,-9.636394381523132324e-01
1.479925960302352905e-01,2.739017307758331299e-01,-9.503031373023986816e-01
2.261464446783065796e-01,6.162849068641662598e-01,-7.543544173240661621e-01
2.557003796100616455e-01,6.714795827865600586e-01,-6.955086588859558105e-01
3.332130610942840576e-02,9.992128610610961914e-01,2.152880094945430756e-02
-5.603920817375183105e-01,8.202805519104003906e-01,1.144576519727706909e-01
-3.550074696540832520e-01,9.348630309104919434e-01,9.521592292003333569e-04
2.576550841331481934e-01,8.633469343185424805e-01,-4.338732063770294189e-01
3.115077614784240723e-01,2.077474743127822876e-01,-9.272561073303222656e-01
-1.680236160755157471e-01,5.707401037216186523e-01,-8.037560582160949707e-01
5.745643377304077148e-01,2.742112874984741211e-01,-7.711576223373413086e-01
-1.252316385507583618e-01,-2.407856285572052002e-01,-9.624651670455932617e-01
8.251999020576477051e-01,-5.060282349586486816e-02,-5.625695586204528809e-01
7.132638096809387207e-01,-8.206124603748321533e-02,-6.960750222206115723e-01
6.590818166732788086e-01,4.077994823455810547e-01,-6.319103240966796875e-01
7.432831525802612305e-01,1.457152888178825378e-02,-6.688182353973388672e-01
8.743796348571777344e-01,2.648106403648853302e-02,-4.845193922519683838e-01
9.687544107437133789e-01,-1.451619118452072144e-01,-2.011041343212127686e-01
1.615466028451919556e-01,-2.748417258262634277e-01,-9.478210210800170898e-01
-4.097359254956245422e-03,-7.313445955514907837e-02,-9.973136186599731445e-01
2.084702849388122559e-01,9.751644730567932129e-01,-7.479421049356460571e-02
4.539403319358825684e-01,8.692051768302917480e-01,-1.960113793611526489e-01
9.477903842926025391e-01,9.586198627948760986e-02,-3.041445016860961914e-01
9.574717879295349121e-01,1.564615666866302490e-01,-2.424201965332031250e-01
5.747745558619499207e-02,-1.089850142598152161e-01,-9.923803210258483887e-01
7.552815973758697510e-02,-4.504438936710357666e-01,-8.896042704582214355e-01
1.293788105249404907e-01,3.263727203011512756e-02,-9.910579323768615723e-01
1.493090391159057617e-01,-5.827851966023445129e-02,-9.870716333389282227e-01
1.598550081253051758e-01,1.837679184973239899e-02,-9.869694709777832031e-01
1.076148450374603271e-01,6.424563378095626831e-02,-9.921146631240844727e-01
-1.330600678920745850e-01,2.936939299106597900e-01,-9.465932846069335938e-01
-1.217838302254676819e-01,4.246785640716552734e-01,-8.971157670021057129e-01
1.502421870827674866e-02,-8.367064595222473145e-02,-9.963800907135009766e-01
-1.498178206384181976e-02,-3.184890151023864746e-01,-9.478082060813903809e-01
1.529600471258163452e-01,2.738169729709625244e-01,-9.495406150817871094e-01
1.851635873317718506e-01,1.652537435293197632e-01,-9.687133431434631348e-01
-1.087652370333671570e-01,6.276948750019073486e-02,-9.920837283134460449e-01
-1.481589078903198242e-01,2.740084826946258545e-01,-9.502463936805725098e-01
-2.472141385078430176e-01,1.297249943017959595e-01,-9.602377414703369141e-01
1.197534278035163879e-01,-1.534845028072595596e-02,-9.926849603652954102e-01
2.776789665222167969e-01,5.551932007074356079e-02,-9.590682983398437500e-01
7.229787707328796387e-01,3.321441113948822021e-01,-6.057904362678527832e-01
6.027068495750427246e-01,1.847044378519058228e-01,-7.762916684150695801e-01
4.486458301544189453e-01,1.473757922649383545e-01,-8.814744949340820312e-01
5.848046541213989258e-01,-2.032055705785751343e-02,-8.109195232391357422e-01
5.862909555435180664e-01,-3.367570927366614342e-03,-8.100934028625488281e-01
6.794874668121337891e-01,2.202502824366092682e-02,-7.333564162254333496e-01
9.471127390861511230e-01,-2.619031071662902832e-02,-3.198305964469909668e-01
2.003443986177444458e-01,-3.481420278549194336e-01,-9.157834649085998535e-01
1.441479027271270752e-01,-1.124585419893264771e-01,-9.831451773643493652e-01
1.130215302109718323e-01,1.172425374388694763e-01,-9.866510033607482910e-01
-7.486306428909301758e-01,3.460706770420074463e-01,5.654973983764648438e-01
1.697106510400772095e-01,-3.976923599839210510e-02,-9.846912026405334473e-01
1.561449319124221802e-01,3.370918631553649902e-01,-9.284329414367675781e-01
1.692662090063095093e-01,3.379489183425903320e-01,-9.258182644844055176e-01
2.106877416372299194e-01,4.724617600440979004e-01,-8.557981252670288086e-01
2.680167257785797119e-01,2.612468600273132324e-01,-9.273171424865722656e-01
2.675268948078155518e-01,8.097835630178451538e-02,-9.601415395736694336e-01
-4.173163324594497681e-02,1.963981427252292633e-02,-9.989357590675354004e-01
-1.690918207168579102e-02,-3.664704784750938416e-02,-9.991851449012756348e-01
1.424625795334577560e-02,-6.697575747966766357e-02,-9.976529479026794434e-01
