Cube.000,21.66562843322754,46.74461364746094,-52.27360916137695
Cube.001,22.845340728759766,37.7049674987793,-54.81678009033203
Cube.002,-12.21302223205566,28.93229866027832,-56.65799713134765
Cube.003,-24.99432945251465,49.2908935546875,-53.28470611572265
Cube.004,-94.64703369140625,9.366202354431152,52.930179595947266
Cube.005,-26.75129699707031,15.801030158996582,-59.48539352416992
Cube.006,29.031286239624023,34.01204299926758,-55.46645355224609
Cube.007,-29.26011466979980,31.446409225463867,-57.94430923461914
Cube.008,55.64908981323242,13.709698677062988,-55.52182769775390
Cube.009,38.89302062988281,8.746246337890625,-56.91194152832031
Cube.010,42.564762115478516,27.508495330810547,-55.06618118286133
Cube.011,55.10358810424805,23.561567306518555,-55.05126953125
Cube.012,35.89934539794922,38.007843017578125,-54.10418701171875
Cube.013,42.57979965209961,59.61603546142578,-46.6143913269043
Cube.014,34.822288513183594,60.5105094909668,-45.89617919921875
Cube.015,40.30508041381836,63.09383010864258,-41.48518753051758
Cube.016,51.030513763427734,59.58281707763672,-40.79074096679687
Cube.017,55.11332321166992,57.37154769897461,-41.22579956054687
Cube.018,31.14981460571289,61.92135238647461,-43.86969757080078
Cube.019,-38.42117691040039,53.34894943237305,-48.86026382446289
Cube.020,-46.37166595458984,60.852848052978516,-42.90275955200195
Cube.021,-54.12783050537109,18.450298309326172,-51.66889190673828
Cube.022,-16.54505729675293,-13.06902503967285,-54.68793487548828
Cube.023,-71.87372589111328,-3.398546218872070,-41.98387145996094
Cube.024,-73.38732147216797,-18.34712028503418,-39.33375930786133
Cube.025,-64.441650390625,15.459478378295898,-43.33765029907226
Cube.026,-84.7845687866211,42.371131896972656,-21.46823883056640
Cube.027,-95.49605560302734,4.391351222991943,-3.847759246826172
Cube.028,-94.63565826416016,-15.70637035369873,0.7374276518821716
Cube.029,-37.11542510986328,-3.051953554153442,-58.50005340576172
Cube.030,16.53993034362793,7.4930100440979,-59.60544586181640
Cube.031,-92.28347778320312,77.13288879394531,-16.11787033081054
Cube.032,-96.53131103515625,76.32459259033203,-8.766430854797363
Cube.033,-98.09080505371094,31.52820587158203,10.265783309936523
Cube.034,-98.12957763671875,24.713571548461914,7.324585437774658
Cube.035,-1.604340076446533,9.135290145874023,-61.06864547729492
Cube.036,-10.93874454498291,-4.622555255889893,-56.55900192260742
Cube.037,-23.82047843933105,11.546536445617676,-60.08351135253906
Cube.038,-33.84872817993164,9.1028470993042,-59.5042839050293
Cube.039,-8.1171875,18.275590896606445,-60.5272331237793
Cube.040,-13.35515594482421,14.555709838867188,-60.53747940063476
Cube.041,10.133124351501465,24.76114273071289,-59.16974258422851
Cube.042,8.04092788696289,32.147727966308594,-56.27729034423828
Cube.043,-6.318610191345215,11.96342658996582,-61.16007995605469
Cube.044,-10.57424926757812,6.064034461975098,-60.55633544921875
Cube.045,-8.342679977416992,27.287799835205078,-58.04281997680664
Cube.046,-10.19557666778564,24.21082878112793,-58.87836837768555
Cube.047,-17.27681350708007,25.1080322265625,-58.18666839599609
Cube.048,-15.13021564483642,29.15825843811035,-56.56767272949219
Cube.049,-20.79987716674804,31.826292037963867,-57.03747177124023
Cube.050,-29.13072586059570,26.18503189086914,-58.72348785400390
Cube.051,-41.61886596679687,19.756235122680664,-57.11520385742187
Cube.052,-61.58279800415039,23.735807418823242,-40.13990020751953
Cube.053,-46.82485961914062,38.728885650634766,-48.60763168334961
Cube.054,-42.87602615356445,40.716312408447266,-50.55505752563476
Cube.055,-70.0840835571289,47.682342529296875,-34.17562484741211
Cube.056,-72.01422882080078,61.42522048950195,-35.95970153808594
Cube.057,-81.0603256225586,63.83715057373047,-31.42636108398437
Cube.058,-83.08756256103516,-25.44317817687988,-24.18789291381836
Cube.059,2.326663017272949,-14.72690010070800,-55.08999633789062
Cube.060,42.89035415649414,-6.401697158813477,-56.4249153137207
Cube.061,25.455116271972656,25.396772384643555,-56.6498908996582
Cube.062,-57.97606658935547,70.66959381103516,-26.72466468811035
Cube.063,49.335174560546875,14.169208526611328,-55.6755256652832
Cube.064,32.730979919433594,48.88903045654297,-51.66349411010742
Cube.065,36.76754379272461,47.35108184814453,-51.75471115112305
Cube.066,31.8133602142334,55.041751861572266,-49.23765563964844
Cube.067,42.628814697265625,48.26155471801758,-51.20101928710937
Cube.068,57.25917053222656,40.317203521728516,-52.3897819519043
Cube.069,80.8358154296875,26.459611892700195,-52.79090881347656
Cube.070,78.61641693115234,21.04444122314453,-53.56555557250976
Cube.071,74.943603515625,10.896677017211914,-53.98378372192383
Cube.072,44.289161682128906,20.174833297729492,-55.64680099487305
Cube.073,26.303747177124023,15.498065948486328,-57.95462417602539
Cube.074,15.252084732055664,23.779743194580078,-58.48830413818359
Cube.075,51.95041275024414,3.5021798610687256,-55.90109252929687
Cube.076,83.2000503540039,1.8375341892242432,-52.08988571166992
Cube.077,60.32527160644531,9.135915756225586,-55.40524291992187
Cube.078,66.97069549560547,26.12259864807129,-54.45000457763672
Cube.079,12.928901672363281,10.884246826171875,-60.18787384033203
Cube.080,31.246593475341797,20.877431869506836,-56.73472213745117
Cube.081,-20.0413818359375,5.3180060386657715,-60.36534118652344
Cube.082,-33.79782485961914,-10.5142240524292,-56.87808227539062
Cube.083,-79.66693115234375,77.6275634765625,-28.33278656005859
Cube.084,-66.97193145751953,64.70178985595703,-9.656218528747559
Cube.085,-79.64998626708984,69.81267547607422,-5.781733989715576
Cube.086,-72.0552749633789,64.4840087890625,-1.888407945632934
Cube.087,-47.56588363647461,52.4133415222168,6.502622127532959
Cube.088,-49.6206169128418,51.49707794189453,11.936509132385254
Cube.089,-56.0152473449707,53.82465744018555,11.318909645080566
Cube.090,-65.33572387695312,53.98755645751953,32.07298278808594
Cube.091,-51.96937561035156,46.839683532714844,29.2630672454834
Cube.092,-92.86296844482422,35.290409088134766,44.52214431762695
Cube.093,-94.34480285644531,27.90310287475586,45.592735290527344
Cube.094,-91.9532470703125,63.20787811279297,30.515785217285156
